Adm_No,Subject,Marks,Percentage,Term
10460,English,53.8,66.9,Final
3201,English,64.1,68.8,Mid
5111,English,76.5,67.5,Final
7168,English,85.6,86.5,Mid
613,English,87.9,79.4,Final
14204,English,85.7,82.8,Mid
688,English,79.8,84.0,Final
3691,English,68.1,71.9,Mid
8805,English,16.0,31.1,Final
2308,English,52.7,50.9,Mid
7134,English,69.7,70.8,Final
11206,English,35.1,24.9,Mid
6510,English,89.8,89.5,Final
9974,English,60.2,55.1,Mid
5907,English,50.0,51.6,Final
2592,English,80.5,64.4,Mid
10889,English,70.7,84.9,Final
13836,English,71.6,79.8,Mid
14219,English,82.8,77.5,Final
12151,English,94.3,81.3,Mid
7184,English,45.3,54.8,Final
5249,English,39.3,35.7,Mid
8767,English,58.3,70.3,Final
10103,English,49.5,37.8,Mid
5109,English,77.6,81.6,Final
3605,English,78.5,92.0,Mid
670,English,51.8,62.7,Final
4365,English,54.9,57.0,Mid
7330,English,31.7,51.4,Final
1284,English,67.2,60.5,Mid
924,English,83.8,87.1,Final
1126,English,76.5,79.4,Mid
1530,English,94.1,92.0,Final
14047,English,45.2,37.6,Mid
9787,English,43.9,46.5,Final
8439,English,68.9,62.1,Mid
3712,English,77.3,84.5,Final
8005,English,93.5,73.3,Mid
9753,English,65.5,71.4,Final
6275,English,68.0,62.8,Mid
10593,English,68.1,75.6,Final
10436,English,91.3,81.1,Mid
3865,English,67.0,70.7,Final
10132,English,81.6,76.4,Mid
13218,English,71.3,78.8,Final
7834,English,45.4,30.2,Mid
11262,English,68.7,62.9,Final
6789,English,76.6,79.8,Mid
227,English,52.6,63.1,Final
11740,English,89.5,84.1,Mid
265,English,63.1,75.7,Final
9588,English,83.2,63.7,Mid
11750,English,91.5,85.5,Final
13746,English,58.0,46.9,Mid
646,English,69.8,84.1,Final
14547,English,67.2,78.1,Mid
7545,English,46.5,62.9,Final
13707,English,54.4,44.9,Mid
5570,English,78.6,83.0,Final
2991,English,38.8,35.1,Mid
13676,English,62.1,46.4,Final
10092,English,53.7,43.6,Mid
2505,English,73.7,72.5,Final
10965,English,57.5,54.1,Mid
13538,English,38.0,29.0,Final
13270,English,30.9,34.6,Mid
9347,English,92.3,77.4,Final
588,English,64.1,61.8,Mid
12764,English,67.1,67.6,Final
10014,English,47.9,46.9,Mid
9178,English,51.9,61.3,Final
4080,English,68.0,66.9,Mid
3349,English,57.9,58.6,Final
6300,English,68.3,63.3,Mid
3832,English,37.4,47.6,Final
9434,English,79.8,76.5,Mid
8382,English,88.2,78.7,Final
13729,English,50.1,64.2,Mid
9173,English,30.2,30.0,Final
9891,English,76.7,68.9,Mid
1716,English,23.7,42.0,Final
10786,English,47.0,44.4,Mid
12329,English,85.4,70.4,Final
6451,English,75.2,76.0,Mid
13231,English,41.5,59.0,Final
12626,English,59.4,49.8,Mid
5434,English,54.6,56.6,Final
1099,English,73.5,62.1,Mid
7097,English,31.7,40.2,Final
2327,English,50.1,42.8,Mid
11440,English,85.2,90.8,Final
9088,English,95.5,82.8,Mid
6417,English,76.7,66.2,Final
6981,English,26.0,35.2,Mid
6764,English,61.0,65.6,Final
1675,English,59.9,54.3,Mid
11102,English,86.1,85.2,Final
7951,English,92.7,95.5,Mid
9123,English,34.3,26.5,Final
12577,English,59.3,59.0,Mid
8916,English,74.2,74.7,Final
11133,English,85.4,77.1,Mid
14608,English,60.6,82.7,Final
6050,English,71.7,69.1,Mid
1090,English,66.0,65.0,Final
4579,English,49.3,53.4,Mid
9128,English,50.1,40.5,Final
10488,English,66.5,65.9,Mid
156,English,77.6,77.5,Final
9263,English,99.2,87.9,Mid
1959,English,41.5,43.6,Final
10694,English,84.7,86.9,Mid
6345,English,67.9,69.4,Final
5780,English,56.9,57.5,Mid
12412,English,67.7,69.5,Final
6145,English,65.4,60.4,Mid
5064,English,83.9,82.7,Final
3831,English,100.0,95.7,Mid
9047,English,94.2,97.1,Final
8832,English,57.0,51.7,Mid
10431,English,73.2,63.5,Final
9795,English,94.5,86.5,Mid
6660,English,56.7,59.6,Final
442,English,61.2,61.8,Mid
6041,English,94.1,87.3,Final
14127,English,78.8,81.2,Mid
5926,English,36.3,46.7,Final
14479,English,58.2,61.3,Mid
7359,English,43.9,51.4,Final
4629,English,64.8,61.7,Mid
6371,English,55.1,56.8,Final
9529,English,65.1,60.2,Mid
11893,English,45.9,52.8,Final
949,English,100.0,95.2,Mid
11566,English,81.5,86.3,Final
8180,English,10.0,33.1,Mid
6116,English,92.9,83.5,Final
460,English,47.1,48.5,Mid
7569,English,52.6,55.8,Final
4647,English,50.4,53.3,Mid
393,English,45.1,47.9,Final
12131,English,34.3,44.1,Mid
1788,English,38.6,43.2,Final
13133,English,71.5,75.6,Mid
7375,English,74.1,87.6,Final
10450,English,84.9,91.2,Mid
1139,English,11.5,29.4,Final
12001,English,31.4,54.9,Mid
4742,English,66.7,51.6,Final
7419,English,66.4,70.8,Mid
6363,English,100.0,92.1,Final
2455,English,77.8,75.1,Mid
9659,English,100.0,100.0,Final
3675,English,37.5,26.7,Mid
1378,English,81.3,76.0,Final
6702,English,80.3,62.7,Mid
2598,English,72.4,75.6,Final
142,English,92.8,89.7,Mid
2660,English,63.5,77.6,Final
4597,English,82.7,77.9,Mid
9032,English,37.0,42.0,Final
11811,English,35.8,39.8,Mid
13971,English,76.3,81.1,Final
5662,English,72.8,90.9,Mid
6143,English,63.2,73.6,Final
12110,English,51.8,50.0,Mid
5627,English,59.9,54.8,Final
8788,English,48.4,51.6,Mid
10097,English,80.5,81.4,Final
8473,English,58.1,68.2,Mid
424,English,29.3,41.3,Final
7000,English,47.1,51.8,Mid
12558,English,54.4,49.5,Final
4250,English,52.7,66.0,Mid
14950,English,60.1,59.1,Final
1751,English,73.7,69.8,Mid
4758,English,50.2,59.3,Final
1968,English,64.8,67.1,Mid
4089,English,52.0,61.4,Final
4179,English,94.5,96.8,Mid
7790,English,38.8,33.9,Final
2947,English,100.0,95.3,Mid
9642,English,50.5,43.2,Final
5395,English,99.1,94.5,Mid
7881,English,61.8,59.4,Final
10524,English,48.0,55.7,Mid
5076,English,100.0,94.0,Final
10413,English,71.6,76.0,Mid
11982,English,100.0,91.7,Final
7231,English,73.5,72.8,Mid
11003,English,57.9,62.0,Final
13948,English,77.7,82.7,Mid
13687,English,79.5,94.9,Final
12921,English,57.8,64.0,Mid
1532,English,28.0,26.8,Final
13075,English,58.1,53.6,Mid
2991,English,38.8,35.1,Final
7156,English,78.1,71.2,Mid
4494,English,63.6,47.9,Final
9336,English,49.4,34.1,Mid
934,English,54.1,70.9,Final
1461,English,51.0,49.6,Mid
14141,English,40.5,61.2,Final
2724,English,71.7,66.4,Mid
10705,English,61.5,61.9,Final
286,English,42.5,36.4,Mid
265,English,63.1,75.7,Final
10560,English,78.7,70.3,Mid
6817,English,80.1,80.2,Final
11640,English,78.6,83.0,Mid
14425,English,38.1,48.4,Final
13966,English,86.9,81.7,Mid
13515,English,37.8,53.6,Final
13109,English,60.9,64.6,Mid
1763,English,43.6,52.2,Final
11241,English,42.4,35.1,Mid
10574,English,84.6,84.0,Final
10462,English,91.0,75.5,Mid
41,English,100.0,88.7,Final
5828,English,88.7,81.9,Mid
8260,English,65.0,48.7,Final
988,English,85.3,77.1,Mid
14088,English,62.9,67.5,Final
14850,English,48.7,47.5,Mid
7805,English,42.3,51.5,Final
7790,English,38.8,33.9,Mid
5718,English,83.6,80.5,Final
12201,English,38.5,52.5,Mid
13944,English,49.2,51.6,Final
3199,English,79.6,72.8,Mid
5375,English,33.4,40.2,Final
4791,English,58.6,52.5,Mid
7184,English,45.3,54.8,Final
2525,English,32.1,23.8,Mid
9278,English,60.4,56.7,Final
2480,English,51.4,44.9,Mid
9886,English,59.0,76.2,Final
10508,English,64.2,49.1,Mid
5155,English,49.4,55.6,Final
779,English,52.1,58.7,Mid
12782,English,90.0,79.3,Final
9778,English,96.9,81.6,Mid
1493,English,100.0,99.1,Final
14079,English,59.7,65.3,Mid
661,English,64.9,53.0,Final
1349,English,80.6,80.6,Mid
13616,English,44.4,54.7,Final
9492,English,71.0,93.2,Mid
12133,English,98.7,100.0,Final
10179,English,85.0,75.1,Mid
7852,English,52.1,54.3,Final
7157,English,56.8,66.8,Mid
2045,English,78.6,79.7,Final
7369,English,56.7,62.1,Mid
3517,English,72.3,86.7,Final
14217,English,32.0,34.0,Mid
13636,English,33.6,19.5,Final
9251,English,57.7,60.1,Mid
9169,English,37.1,37.7,Final
4578,English,45.8,58.1,Mid
728,English,60.4,60.8,Final
10720,English,100.0,89.9,Mid
11329,English,80.3,76.1,Final
13320,English,39.1,30.1,Mid
7469,English,39.0,40.1,Final
343,English,48.7,51.9,Mid
1448,English,34.1,50.7,Final
10572,English,88.4,90.0,Mid
6582,English,48.6,57.6,Final
11852,English,42.7,44.4,Mid
6318,English,36.9,37.2,Final
14895,English,64.6,49.5,Mid
527,English,65.5,78.7,Final
10089,English,32.4,42.2,Mid
12947,English,84.8,81.1,Final
10266,English,46.5,39.1,Mid
13108,English,37.5,33.8,Final
6749,English,67.3,76.1,Mid
406,English,36.5,48.6,Final
14568,English,74.5,72.1,Mid
14869,English,40.3,37.0,Final
7987,English,81.1,83.7,Mid
9766,English,66.8,50.8,Final
14100,English,90.9,80.3,Mid
12793,English,54.8,77.2,Final
3741,English,65.5,47.8,Mid
12467,English,81.8,71.9,Final
12420,English,68.1,72.4,Mid
1847,English,67.6,59.2,Final
1479,English,88.9,89.8,Mid
10588,English,44.6,37.6,Final
14876,English,57.1,56.1,Mid
772,English,77.2,77.3,Final
5526,English,43.1,38.6,Mid
14412,English,55.8,54.7,Final
8771,English,43.1,45.3,Mid
11094,English,35.7,49.0,Final
13804,English,76.8,77.0,Mid
194,English,91.3,84.1,Final
2008,English,97.7,81.9,Mid
1186,English,83.8,77.3,Final
2395,English,77.9,84.7,Mid
11191,English,42.9,45.3,Final
13673,English,73.3,82.5,Mid
9985,English,75.7,73.9,Final
9303,English,85.6,85.0,Mid
4006,English,69.3,66.5,Final
7430,English,69.2,66.2,Mid
2262,English,76.8,80.7,Final
3737,English,21.7,44.6,Mid
11986,English,58.4,47.6,Final
10129,English,35.6,36.8,Mid
6717,English,48.7,52.2,Final
4876,English,36.2,41.5,Mid
12550,English,66.6,74.8,Final
8922,English,33.8,50.6,Mid
4379,English,23.8,37.7,Final
7816,English,67.2,49.6,Mid
13779,English,77.2,61.4,Final
3452,English,43.5,41.9,Mid
12650,English,37.5,45.1,Final
7617,English,46.8,63.4,Mid
12729,English,50.7,47.1,Final
10333,English,78.3,81.0,Mid
9837,English,61.3,59.1,Final
2801,English,82.7,71.9,Mid
13155,English,43.7,44.1,Final
13736,English,85.0,75.7,Mid
8334,English,64.2,66.9,Final
5411,English,79.1,91.3,Mid
1456,English,100.0,95.7,Final
6893,English,57.5,48.2,Mid
14164,English,67.8,57.4,Final
14136,English,73.9,68.1,Mid
5809,English,71.8,60.9,Final
6797,English,66.4,80.2,Mid
4797,English,83.2,81.3,Final
5094,English,92.1,88.3,Mid
10289,English,19.0,22.2,Final
1326,English,82.5,76.3,Mid
4977,English,56.4,49.3,Final
9406,English,38.6,38.7,Mid
1160,English,48.7,45.0,Final
4651,English,88.8,100.0,Mid
12692,English,51.3,60.7,Final
4988,English,37.2,29.2,Mid
4698,English,100.0,94.3,Final
14119,English,99.7,96.1,Mid
341,English,100.0,100.0,Final
3829,English,75.3,65.1,Mid
1969,English,76.8,77.7,Final
704,English,39.5,50.2,Mid
12606,English,100.0,95.9,Final
14954,English,56.3,51.4,Mid
5483,English,42.5,52.4,Final
10622,English,78.7,80.6,Mid
6377,English,59.5,66.7,Final
1801,English,72.4,53.7,Mid
5464,English,100.0,82.7,Final
13861,English,28.7,25.7,Mid
4913,English,84.4,79.0,Final
4649,English,100.0,100.0,Mid
856,English,76.8,85.2,Final
10005,English,100.0,100.0,Mid
2867,English,47.1,58.8,Final
11835,English,29.1,36.4,Mid
183,English,81.9,73.0,Final
3113,English,65.4,71.8,Mid
5671,English,60.4,67.5,Final
4493,English,61.3,65.7,Mid
5824,English,59.7,57.6,Final
1518,English,65.5,62.3,Mid
5003,English,57.0,63.3,Final
1357,English,51.9,68.5,Mid
10367,English,48.5,42.3,Final
3630,English,5.7,33.4,Mid
3629,English,65.0,61.8,Final
12289,English,75.0,88.4,Mid
11432,English,85.5,92.7,Final
11884,English,83.1,71.0,Mid
8211,English,30.3,40.3,Final
11596,English,66.3,63.8,Mid
12872,English,91.7,83.6,Final
12744,English,92.1,79.4,Mid
11197,English,43.0,36.8,Final
6133,English,100.0,94.7,Mid
9325,English,61.7,61.6,Final
11532,English,57.5,63.3,Mid
6589,English,49.9,53.4,Final
3312,English,62.6,68.9,Mid
6049,English,28.5,24.8,Final
11565,English,52.6,62.5,Mid
14938,English,53.5,55.3,Final
6247,English,83.2,91.5,Mid
988,English,85.3,77.1,Final
3322,English,38.9,38.1,Mid
4616,English,100.0,100.0,Final
13147,English,25.0,27.2,Mid
8366,English,99.4,87.2,Final
13655,English,100.0,82.1,Mid
3742,English,29.1,31.9,Final
3053,English,35.2,50.5,Mid
6575,English,48.0,53.7,Final
727,English,42.1,55.6,Mid
3761,English,58.0,50.3,Final
5807,English,61.7,53.2,Mid
1876,English,55.0,51.4,Final
6994,English,89.0,82.6,Mid
13970,English,84.0,82.3,Final
4034,English,40.9,32.6,Mid
5444,English,70.3,65.4,Final
990,English,70.8,67.3,Mid
3745,English,66.9,55.2,Final
10879,English,100.0,86.6,Mid
8612,English,65.8,71.6,Final
594,English,51.7,40.1,Mid
14821,English,34.2,44.9,Final
1775,English,57.6,56.2,Mid
10652,English,66.9,58.4,Final
936,English,70.0,83.6,Mid
13396,English,41.6,59.4,Final
13425,English,100.0,98.7,Mid
3809,English,40.2,43.8,Final
332,English,56.8,45.1,Mid
11642,English,32.6,37.7,Final
7923,English,87.7,87.5,Mid
2703,English,93.0,79.1,Final
14377,English,46.7,67.6,Mid
12199,English,29.9,36.3,Final
5890,English,43.1,55.1,Mid
5055,English,63.4,51.5,Final
3869,English,94.3,80.6,Mid
4201,English,69.0,44.7,Final
202,English,43.1,50.1,Mid
2498,English,38.6,46.6,Final
1843,English,56.9,57.8,Mid
10059,English,69.2,71.1,Final
10189,English,73.9,67.6,Mid
13578,English,67.6,65.2,Final
9102,English,68.7,82.8,Mid
12498,English,37.2,36.5,Final
4659,English,33.3,44.3,Mid
11382,English,55.4,47.9,Final
7545,English,46.5,62.9,Mid
7719,English,93.6,79.4,Final
13852,English,44.2,31.2,Mid
771,English,28.5,33.9,Final
3156,English,52.4,44.7,Mid
10694,English,84.7,86.9,Final
10907,English,84.4,88.0,Mid
12917,English,55.8,42.5,Final
11778,English,73.4,75.9,Mid
1629,English,,31.1,Final
13990,English,52.1,60.0,Mid
387,English,90.5,93.7,Final
6032,English,93.0,68.1,Mid
11614,English,59.8,64.1,Final
6440,English,43.4,54.1,Mid
6402,English,59.3,75.1,Final
13393,English,54.7,65.5,Mid
4009,English,51.0,57.7,Final
12286,English,78.5,69.4,Mid
12556,English,89.6,86.7,Final
2467,English,81.6,79.5,Mid
2283,English,66.6,70.8,Final
1857,English,28.4,26.7,Mid
7981,English,61.8,58.6,Final
1999,English,46.4,53.9,Mid
5477,English,50.4,45.4,Final
9429,English,55.3,65.6,Mid
4670,English,57.4,65.8,Final
12337,English,84.9,85.5,Mid
9343,English,58.0,75.8,Final
4319,English,61.5,63.3,Mid
7065,English,83.4,75.0,Final
7447,English,75.0,77.8,Mid
1432,English,76.7,66.0,Final
5625,English,39.3,54.0,Mid
7462,English,57.1,52.2,Final
1820,English,46.8,46.7,Mid
10517,English,76.7,72.0,Final
13750,English,70.6,54.3,Mid
1131,English,43.6,42.2,Final
13970,English,84.0,82.3,Mid
6564,English,53.3,56.3,Final
2659,English,77.2,88.6,Mid
3501,English,66.5,70.1,Final
8567,English,50.7,51.0,Mid
2121,English,43.0,49.0,Final
4021,English,59.7,53.8,Mid
10214,English,100.0,94.8,Final
11898,English,48.1,59.0,Mid
13342,English,53.5,46.4,Final
3260,English,73.0,72.9,Mid
11628,English,65.8,70.9,Final
10082,English,91.8,77.3,Mid
1824,English,68.2,61.6,Final
1475,English,18.8,32.2,Mid
2243,English,75.7,72.0,Final
13468,English,50.2,53.0,Mid
3244,English,47.7,55.9,Final
6991,English,82.7,73.4,Mid
5161,English,7.5,34.5,Final
3135,English,59.0,65.6,Mid
2071,English,30.5,41.5,Final
360,English,81.5,78.5,Mid
14896,English,82.3,100.0,Final
10234,English,62.8,57.7,Mid
1142,English,59.1,43.5,Final
1636,English,74.0,71.3,Mid
13692,English,20.1,26.5,Final
4001,English,64.4,52.3,Mid
10136,English,57.6,48.4,Final
12967,English,64.0,57.6,Mid
3362,English,63.9,66.7,Final
6584,English,39.7,37.6,Mid
7836,English,100.0,93.6,Final
11173,English,55.7,67.5,Mid
7,English,39.2,39.1,Final
3268,English,43.1,39.3,Mid
6565,English,35.8,30.6,Final
9784,English,31.3,41.0,Mid
4929,English,54.4,51.7,Final
11457,English,95.6,100.0,Mid
2607,English,68.2,62.2,Final
11412,English,30.3,39.0,Mid
5907,English,50.0,51.6,Final
3274,English,44.4,29.5,Mid
7612,English,43.6,33.2,Final
914,English,30.0,40.7,Mid
2012,English,50.5,46.1,Final
1443,English,16.8,40.2,Mid
5547,English,84.6,94.2,Final
11247,English,52.9,79.7,Mid
13791,English,40.1,36.7,Final
11739,English,93.0,85.4,Mid
12414,English,51.1,48.0,Final
14731,English,69.4,56.2,Mid
13105,English,98.1,97.9,Final
11121,English,82.6,64.4,Mid
1830,English,66.9,73.7,Final
8768,English,73.2,80.5,Mid
6469,English,38.4,41.0,Final
13704,English,65.1,75.9,Mid
930,English,66.3,74.9,Final
11952,English,98.1,100.0,Mid
3700,English,48.9,66.0,Final
9656,English,60.3,67.7,Mid
11468,English,62.6,70.0,Final
13121,English,56.2,70.8,Mid
1055,English,46.7,59.0,Final
5745,English,29.2,25.6,Mid
1901,English,58.6,59.3,Final
9650,English,100.0,100.0,Mid
6981,English,26.0,35.2,Final
7070,English,49.4,62.8,Mid
9592,English,63.2,55.1,Final
3416,English,75.9,66.3,Mid
443,English,40.5,50.8,Final
11843,English,68.6,65.7,Mid
6219,English,89.2,76.0,Final
4653,English,29.6,40.2,Mid
7940,English,57.7,69.3,Final
7834,English,45.4,30.2,Mid
9371,English,60.2,66.0,Final
7598,English,93.1,83.6,Mid
14326,English,64.4,54.0,Final
4459,English,27.6,38.8,Mid
6592,English,48.0,54.3,Final
9450,English,67.4,69.1,Mid
11827,English,81.3,73.6,Final
10034,English,87.5,82.8,Mid
2310,English,94.9,93.5,Final
14139,English,59.0,87.7,Mid
6269,English,62.1,61.2,Final
911,English,44.6,59.9,Mid
4341,English,62.3,62.8,Final
12830,English,85.7,73.4,Mid
4010,English,64.2,59.3,Final
6629,English,79.3,80.9,Mid
2170,English,63.2,54.1,Final
2173,English,55.4,61.7,Mid
5669,English,65.5,59.5,Final
6314,English,46.9,64.0,Mid
8316,English,67.6,80.4,Final
8037,English,68.3,72.0,Mid
11351,English,47.4,54.2,Final
6790,English,73.7,73.9,Mid
14020,English,87.0,81.5,Final
786,English,87.3,85.3,Mid
6140,English,52.7,52.9,Final
6345,English,67.9,69.4,Mid
2417,English,26.2,43.9,Final
8989,English,53.0,46.8,Mid
12365,English,64.7,72.6,Final
4155,English,82.5,78.1,Mid
14767,English,55.1,43.2,Final
14974,English,65.9,71.7,Mid
5620,English,90.1,55.4,Final
1937,English,100.0,82.6,Mid
10349,English,91.2,81.9,Final
3808,English,67.8,67.7,Mid
7152,English,71.9,66.8,Final
9494,English,50.3,64.6,Mid
12356,English,41.1,49.1,Final
11333,English,34.3,47.8,Mid
3237,English,34.4,38.3,Final
2353,English,92.9,80.4,Mid
1933,English,34.5,28.3,Final
10914,English,29.8,23.3,Mid
8557,English,54.7,77.0,Final
4917,English,28.4,38.2,Mid
5499,English,92.9,82.4,Final
10583,English,93.5,96.5,Mid
947,English,57.0,63.6,Final
13866,English,64.2,57.0,Mid
9570,English,39.6,52.9,Final
1440,English,93.6,81.4,Mid
11373,English,58.0,66.4,Final
7731,English,66.8,82.7,Mid
4858,English,59.5,52.4,Final
341,English,100.0,100.0,Mid
11182,English,37.5,49.2,Final
383,English,71.4,83.7,Mid
13292,English,76.0,80.9,Final
9749,English,86.6,87.0,Mid
8492,English,79.7,78.8,Final
139,English,67.0,67.6,Mid
359,English,76.4,60.3,Final
4932,English,89.3,83.9,Mid
9715,English,76.7,81.1,Final
3457,English,31.9,47.3,Mid
1628,English,62.7,52.2,Final
14271,English,45.5,68.3,Mid
9496,English,25.7,31.6,Final
6627,English,51.8,45.7,Mid
5005,English,46.0,63.3,Final
9327,English,100.0,91.5,Mid
10379,English,44.0,43.0,Final
13284,English,51.6,64.8,Mid
14771,English,80.4,80.1,Final
6653,English,49.7,44.9,Mid
6417,English,76.7,66.2,Final
3171,English,61.6,75.3,Mid
3836,English,,69.9,Final
8018,English,74.0,71.8,Mid
2152,English,63.6,67.1,Final
9430,English,30.3,24.1,Mid
14073,English,58.5,56.0,Final
11928,English,80.3,88.0,Mid
6906,English,48.7,58.3,Final
2835,English,66.3,57.6,Mid
12453,English,53.2,48.5,Final
9191,English,80.6,79.4,Mid
2568,English,87.8,76.6,Final
1308,English,52.3,42.9,Mid
14853,English,69.2,75.2,Final
8849,English,99.8,92.0,Mid
2661,English,88.6,73.6,Final
10404,English,61.6,68.1,Mid
10102,English,50.6,60.3,Final
3731,English,48.8,50.3,Mid
10239,English,65.5,73.0,Final
6208,English,36.3,42.9,Mid
3163,English,56.6,58.0,Final
1141,English,20.3,31.8,Mid
14178,English,89.8,79.2,Final
8459,English,45.7,50.4,Mid
10038,English,72.4,66.3,Final
1709,English,36.0,33.7,Mid
3631,English,100.0,89.6,Final
3212,English,77.5,79.2,Mid
10486,English,53.1,50.9,Final
11925,English,97.1,94.5,Mid
12022,English,34.8,39.6,Final
6539,English,47.1,49.8,Mid
9703,English,75.4,72.2,Final
476,English,82.8,77.4,Mid
7685,English,75.0,58.1,Final
9169,English,37.1,37.7,Mid
1208,English,34.0,36.8,Final
13332,English,83.9,80.2,Mid
1961,English,87.8,100.0,Final
558,English,64.0,63.8,Mid
13306,English,39.2,54.5,Final
